Site ID,Site Type,Site Name,Status,Regions,Report Name,Report Submission Date,Report Submission Year,Site Join Date,Well-Child Visits 6 mos - 5 yrs,Books Distributed 6 mos - 5 yrs,Well-Child Visits 0-5 mos,Books Distributed 0-5 mos,Total Well Child Visits in 6 mths,Total Books Distributed in 6 mths,ABB Discrepancy,ABB Discrepancy Notes,W9 received,Physical Location: Line 1,Physical Location: Line 2,Physical Location: Line 3,Physical Location: City,Physical Location: State,Physical Location: Zip,Shipping Address: Line 1,Shipping Address: Line 2,Shipping Address: Line 3,Shipping Address: City,Shipping Address: State,Shipping Address: Zip,County,Trainer Name,Trainer Email,Training %,Total Trained,Insurance: Self Pay Uninsured,Insurance: Private Insurance,Insurance: Medicaid HMO Medicaid,Insurance: Medicare,Insurance: CHIP,Insurance: Tricare,Insurance: Other 1 - Please Specify,Insurance: Other 1,Insurance: Other 2 - Please Specify,Insurance: Other 2,Race: White,Race: Black or African American,Race: Hispanic or Latinx,Race: American Indian   Alaska Native,Race: Asian,Race: Native Hawaiian   Pacific Islander,Race: Multiracial   Biracial,Race: Unknown   Not Reported   Refused,Race: Other - Please Specify,Race: Other 1,Race: Other - Please Specify,Race: Other 2,Language: Amharic (Ethiopia),Language: Arabic,Language: American Sign Language (ASL),Language: Bengali,Language: Bosnian,Language: Burmese (SE Asia),Language: Cambodian,Language: Cape Verdean,Language: Chinese,Language: Dakota (Native American),Language: English,Language: French,Language: Greek,Language: Haitian Creole,Language: Hindi,Language: Hmong,Language: Italian,Language: Japanese,Language: Karen (SE Asia),Language: Korean,Language: Navajo,Language: Ojibwe (Native American),Language: Oromo (Ethiopia),Language: Polish,Language: Portuguese,Language: Russian,Language: Somali,Language: Spanish,Language: Swahili,Language: Tagalog,Language: Vietnamese,Language: Unknown   Not Reported,Language: Please Specify,Language: Other 1,Language: Please Specify,Language: Other 2
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2007 Progress Report,8/29/2007,2007,4 1 1998,85,84,,,85,84,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,27%,31%,23%,,,,Other Public Programs & CHP+,6%,,,51%,1%,46%,2%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2008 Progress Report,3/18/2008,2008,4 1 1998,140,57,,,140,57,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,27%,31%,23%,,,,Other Public Programs & CHP+,6%,,,51%,1%,46%,2%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2008 Progress Report,9/4/2008,2008,4 1 1998,127,74,,,127,74,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,28%,21%,32%,,,,CHP+,2%,,,51%,1%,46%,2%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2009 Progress Report,3/30/2009,2009,4 1 1998,142,74,,,142,74,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,27%,31%,23%,,,,Other Public Programs & CHP+,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2009 Progress Report,8/19/2009,2009,4 1 1998,84,84,,,84,84,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,31%,20%,25%,,,,CHP+,4%,,,,,37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2010 Progress Report,3/22/2010,2010,4 1 1998,128,110,,,128,110,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,31%,20%,25%,,,,CHP+,4%,,,43%,,42%,,,,,,,,,,,,,,,,,,,,80%,,,,,,,,,,,,,,,,,19%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2010 Progress Report,9/27/2010,2010,4 1 1998,112,95,,,112,95,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,31%,20%,25%,,,,CHP+,4%,,,40%,,45%,,,,,,,,,,,,,,,,,,,,80%,,,,,,,,,,,,,,,,,19%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2011 Progress Report,2/28/2011,2011,4 1 1998,120,137,,,120,137,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,33%,25%,26%,,,,CHP+,3%,,,48%,,42%,,,,,,,,,,,,,,,,,,,,85%,,,,,,,,,,,,,,,,,14%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2011 Progress Report,9/6/2011,2011,4 1 1998,78,75,,,78,75,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,35%,21%,27%,,3%,,Medicare,14%,,,47%,1%,52%,,,,,,,,,,,,,,,,,,,,52%,,,,,,,,,,,,,,,,,37%,,,,,,11%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2012 Progress Report,2/29/2012,2012,4 1 1998,116,109,,,116,109,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,35%,21%,27%,,3%,,Medicare,14%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,52%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2012 Progress Report,8/14/2012,2012,4 1 1998,93,89,,,93,89,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,33%,24%,28%,,0%,0%,medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2013 Progress Report,2/20/2013,2013,4 1 1998,121,142,,,121,142,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,32%,22%,31%,,0%,0%,medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2013 Progress Report,8/19/2013,2013,4 1 1998,93,73,,,93,73,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,33%,24%,28%,,0%,0%,medicare,15%,,,47%,1%,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2014 Progress Report,2/19/2014,2014,4 1 1998,178,145,,,178,145,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,33%,24%,28%,,0%,0%,medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2014 Progress Report,8/13/2014,2014,4 1 1998,100,113,,,100,113,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,33%,24%,28%,,0%,0%,Medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2015 Progress Report,2/24/2015,2015,4 1 1998,127,168,,,127,168,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,33%,24%,28%,,0%,0%,Medicare,15%,,0%,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2015 Progress Report,8/11/2015,2015,4 1 1998,103,92,,,103,92,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,31%,25%,29%,,0%,0%,Medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2016 Progress Report,2/3/2016,2016,4 1 1998,104,83,,,104,83,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,33%,24%,28%,,0%,0%,Medicare,15%,,0%,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2016 Progress Report,8/2/2016,2016,4 1 1998,75,77,,,75,77,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,33%,22%,30%,,,,Medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2017 Progress Report,2/8/2017,2017,4 1 1998,89,75,,,89,75,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,33%,22%,30%,,,,Medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2017 Progress Report,8/3/2017,2017,4 1 1998,66,81,,,66,81,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,33%,22%,30%,,,,Medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2018 Progress Report,3/14/2018,2018,4 1 1998,76,70,,,76,70,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,15%,21%,47%,,1%,1%,Medicare,15%,,,47%,,52%,,,,,,,1%,,,,,,,,,,,,,70%,,,,,,,,,,,,,,,,,28%,,,,,,2%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2018 Progress Report,8/27/2018,2018,4 1 1998,62,58,,,62,58,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,12%,31%,55%,,1%,1%,,,,,48%,,48%,,,,,,,4%,,,,,,,,,,,,,70%,,,,,,,,,,,,,,,,,28%,,,,,,2%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2019 Progress Report,2/20/2019,2019,4 1 1998,132,140,,,132,140,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,12%,25%,45%,,2%,,Medicare,16%,,,48%,,48%,,,,,,,4%,,,,,,,,,,,,,70%,,,,,,,,,,,,,,,,,28%,,,,,,2%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2019 Progress Report,8/26/2019,2019,4 1 1998,47,50,,,47,50,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,12%,25%,45%,,2%,0%,Medicare,16%,,0%,,,48%,,,,,,Non-Hispanic,48%,Other,4%,,,,,,,,,,,94%,,,,,,,,,,,,,,,,,,,,,,Non - English,6%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2020 Progress Report,2/13/2020,2020,4 1 1998,96,100,,,96,100,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,12%,25%,45%,,2%,0%,,16%,,0%,,,48%,,,,,,,4%,,,,,,,,,,,,,94%,,,,,,,,,,,,,,,,,,,,,,,6%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2020 Progress Report,8/26/2020,2020,4 1 1998,49,52,12,12,61,64,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2021 Progress Report,2/16/2021,2021,4 1 1998,49,52,0,0,49,52,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2021 Progress Report,8/24/2021,2021,4 1 1998,95,100,0,0,95,100,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,12%,25%,45%,,2%,0%,,16%,,,,,48%,,,,,,More than one race,48%,,4%,,,,,,,,,,,94%,,,,,,,,,,,,,,,,,,,,,,,6%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),January 2022 Progress Report,2/21/2022,2022,4 1 1998,59,65,23,23,82,88,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,12%,25%,45%,0%,2%,0%,,16%,,0%,48%,,48%,,,,,,,4%,,,,,,,,,,,,,94%,,,,,,,,,,,,,,,,,,,,,,,6%,,
125.2,Satellite,Valley Wide: Edward M. Kennedy Health Clinic (B2B)  ,Active,Southern Colorado (Judy),July 2022 Progress Report,8/22/2022,2022,4 1 1998,27,30,16,16,43,46,,,N,925 2nd Ave.,,,Monte Vista,CO,81144,925 2nd. Ave,,,Monte Vista,CO,81144,Rio Grande,,,100%,1,12%,25%,45%,16%,2%,,,,,,48%,,48%,,,,,4%,,,,,,,,,,,,,,,94%,,,,,,,,,,,,,,,,,6%,,,,,,,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),January 2007 Progress Report,2/27/2007,2007,4 1 1998,534,115,,,534,115,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,27%,31%,23%,,,,Other Public Programs & CHP+,6%,,,51%,1%,46%,2%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),July 2007 Progress Report,8/29/2007,2007,4 1 1998,234,129,,,234,129,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,27%,31%,23%,,,,Other Public Programs & CHP+,6%,,,51%,1%,46%,2%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),January 2008 Progress Report,3/18/2008,2008,4 1 1998,310,177,,,310,177,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,27%,31%,23%,,,,Other Public Programs & CHP+,6%,,,51%,1%,46%,2%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),July 2008 Progress Report,9/4/2008,2008,4 1 1998,175,80,,,175,80,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,28%,21%,32%,,,,CHP+,2%,,,51%,1%,46%,2%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),January 2009 Progress Report,3/30/2009,2009,4 1 1998,298,171,,,298,171,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,27%,31%,23%,,,,Other Public Programs & CHP+,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),July 2009 Progress Report,8/19/2009,2009,4 1 1998,99,119,,,99,119,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,31%,20%,25%,,,,CHP+,4%,,,,,37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),January 2010 Progress Report,3/22/2010,2010,4 1 1998,220,176,,,220,176,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,31%,20%,25%,,,,CHP+,4%,,,43%,,42%,,,,,,,,,,,,,,,,,,,,80%,,,,,,,,,,,,,,,,,19%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),July 2010 Progress Report,9/27/2010,2010,4 1 1998,204,204,,,204,204,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,31%,20%,25%,,,,CHP+,4%,,,40%,,45%,,,,,,,,,,,,,,,,,,,,80%,,,,,,,,,,,,,,,,,19%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),January 2011 Progress Report,2/28/2011,2011,4 1 1998,257,250,,,257,250,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,33%,25%,26%,,,,CHP+,3%,,,48%,,42%,,,,,,,,,,,,,,,,,,,,85%,,,,,,,,,,,,,,,,,14%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),July 2011 Progress Report,9/6/2011,2011,4 1 1998,179,201,,,179,201,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,35%,21%,27%,,3%,,Medicare,14%,,,47%,1%,52%,,,,,,,,,,,,,,,,,,,,52%,,,,,,,,,,,,,,,,,37%,,,,,,11%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),January 2012 Progress Report,2/29/2012,2012,4 1 1998,231,280,,,231,280,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,35%,21%,27%,,3%,,Medicare,14%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,52%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),July 2012 Progress Report,8/14/2012,2012,4 1 1998,176,175,,,176,175,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,33%,24%,28%,,0%,0%,medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),January 2013 Progress Report,2/20/2013,2013,4 1 1998,294,224,,,294,224,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,32%,22%,31%,,0%,0%,medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),July 2013 Progress Report,8/19/2013,2013,4 1 1998,139,125,,,139,125,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,33%,24%,28%,,0%,0%,medicare,15%,,,47%,1%,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),January 2014 Progress Report,2/19/2014,2014,4 1 1998,220,183,,,220,183,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,33%,24%,28%,,0%,0%,medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),July 2014 Progress Report,8/13/2014,2014,4 1 1998,109,99,,,109,99,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,33%,24%,28%,,0%,0%,Medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),January 2015 Progress Report,2/24/2015,2015,4 1 1998,246,204,,,246,204,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,33%,24%,28%,,0%,0%,Medicare,15%,,0%,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),July 2015 Progress Report,8/11/2015,2015,4 1 1998,92,90,,,92,90,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,31%,25%,29%,,0%,0%,Medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),January 2016 Progress Report,2/3/2016,2016,4 1 1998,176,141,,,176,141,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,33%,24%,28%,,0%,0%,Medicare,15%,,0%,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),July 2016 Progress Report,8/2/2016,2016,4 1 1998,90,86,,,90,86,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,33%,22%,30%,,,,Medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),January 2017 Progress Report,2/8/2017,2017,4 1 1998,122,91,,,122,91,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,33%,22%,30%,,,,Medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),July 2017 Progress Report,8/3/2017,2017,4 1 1998,99,75,,,99,75,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,33%,22%,30%,,,,Medicare,15%,,,47%,,52%,,,,,,,,,,,,,,,,,,,,72%,,,,,,,,,,,,,,,,,27%,,,,,,1%,,
125.3,Satellite,Valley Wide: Cesar Chavez Family Medical Center (B2B)  ,Active,Southern Colorado (Judy),January 2018 Progress Report,3/14/2018,2018,4 1 1998,111,100,,,111,100,,,N,186 North Hurt Street,,,Center,CO,811259002,186 North Hurt Street,,,Center,CO,81125,Saguache,,,100%,1,15%,21%,47%,,1%,1%,Medicare,15%,,,47%,,52%,,,,,,,1%,,,,,,,,,,,,,70%,,,,,,,,,,,,,,,,,28%,,,,,,2%,,
